device_id,date,score_likelihood,pulse_hourly
D748,2024-02-13,51.66358912710143,"[5, 6, 4, 3, 3, 2, 7, 3, 7, 3, 4, 4, 6, 4, 2, 5, 5, 4, 6, 5, 2, 4, 4, 6]"
D857,2024-02-14,26.0829174830409,"[6, 6, 5, 6, 4, 8, 6, 2, 5, 5, 9, 7, 3, 9, 6, 3, 8, 4, 7, 10, 6, 6, 3, 4]"
D561,2024-02-16,99.62536997579244,"[2, 6, 6, 5, 5, 5, 5, 5, 2, 3, 1, 3, 3, 5, 6, 5, 4, 5, 6, 3, 1, 3, 5, 5]"
D475,2024-02-17,96.54193512887936,"[4, 3, 5, 4, 5, 9, 3, 6, 3, 8, 5, 5, 3, 5, 2, 4, 8, 4, 6, 8, 2, 3, 7, 4]"
D059,2024-02-18,55.82934536070976,"[8, 4, 4, 4, 6, 7, 2, 5, 5, 5, 4, 6, 4, 5, 4, 3, 3, 4, 3, 7, 7, 6, 5, 4]"
D511,2024-02-19,88.26363431893397,"[4, 7, 6, 3, 4, 4, 4, 7, 6, 7, 3, 5, 5, 4, 5, 2, 6, 2, 3, 3, 5, 0, 9, 4]"
D682,2024-02-20,18.870710834137938,"[2, 5, 3, 2, 5, 5, 3, 4, 2, 9, 13, 4, 3, 9, 2, 4, 7, 3, 4, 7, 3, 8, 6, 6]"
D476,2024-02-22,27.887135259218187,"[8, 3, 6, 5, 8, 10, 2, 4, 6, 4, 6, 4, 7, 5, 1, 4, 12, 10, 4, 3, 6, 6, 5, 2]"
D700,2024-02-23,70.03578299727712,"[9, 6, 4, 6, 8, 2, 2, 6, 6, 4, 9, 3, 5, 8, 5, 5, 7, 4, 6, 5, 6, 5, 5, 4]"
D976,2024-02-24,84.66611422383059,"[4, 5, 3, 5, 7, 3, 0, 5, 4, 1, 5, 5, 3, 1, 5, 11, 5, 5, 7, 4, 1, 5, 7, 3]"
D783,2024-02-25,85.63242918780925,"[3, 9, 1, 6, 6, 5, 4, 7, 7, 6, 5, 3, 5, 3, 1, 2, 6, 4, 9, 4, 6, 8, 5, 3]"
D190,2024-02-26,40.45081271221901,"[4, 3, 6, 6, 9, 5, 5, 3, 8, 6, 5, 1, 3, 2, 7, 2, 2, 8, 3, 6, 6, 2, 5, 2]"
D958,2024-02-28,88.77700987609597,"[2, 5, 4, 3, 5, 8, 7, 5, 6, 3, 5, 8, 5, 6, 5, 5, 7, 5, 4, 7, 6, 9, 4, 1]"
D687,2024-02-29,85.09284487675127,"[8, 5, 6, 5, 6, 8, 2, 4, 1, 6, 8, 7, 6, 4, 3, 6, 6, 3, 1, 8, 2, 5, 4, 6]"
D958,2024-03-01,93.56349942209475,"[4, 5, 5, 6, 3, 5, 5, 4, 4, 4, 4, 6, 6, 6, 7, 5, 8, 4, 5, 1, 7, 5, 9, 5]"
D563,2024-03-02,78.53406511139436,"[8, 9, 5, 9, 5, 6, 3, 5, 5, 8, 7, 8, 12, 2, 6, 4, 7, 4, 4, 3, 6, 6, 4, 7]"
D876,2024-03-04,66.89882547142287,"[6, 6, 6, 2, 4, 2, 4, 4, 3, 5, 6, 4, 4, 2, 9, 9, 8, 6, 8, 4, 7, 6, 6, 7]"
D567,2024-03-05,58.06866214364547,"[2, 7, 6, 6, 6, 5, 7, 5, 9, 6, 5, 3, 10, 3, 4, 4, 5, 8, 2, 12, 4, 2, 3, 1]"
D244,2024-03-06,37.22827665617431,"[8, 8, 6, 3, 5, 5, 5, 3, 9, 6, 7, 5, 4, 4, 3, 11, 4, 6, 8, 4, 10, 4, 6, 6]"
D832,2024-03-07,94.01334424577784,"[5, 4, 7, 3, 6, 5, 2, 5, 1, 3, 6, 6, 12, 3, 4, 3, 4, 0, 7, 7, 3, 4, 6, 4]"
D505,2024-03-08,97.36638367553174,"[3, 4, 7, 5, 4, 11, 2, 4, 5, 4, 4, 1, 2, 9, 6, 7, 6, 4, 10, 3, 9, 0, 8, 7]"
D131,2024-03-10,28.39209747374657,"[1, 3, 4, 4, 5, 8, 8, 4, 1, 7, 3, 2, 7, 2, 8, 6, 4, 6, 5, 3, 9, 5, 5, 6]"
D485,2024-03-11,30.536386034439346,"[5, 4, 3, 2, 6, 3, 4, 6, 4, 7, 9, 10, 7, 6, 5, 4, 2, 3, 4, 10, 2, 1, 4, 9]"
D819,2024-03-12,48.56137535862266,"[6, 10, 6, 4, 4, 9, 5, 4, 2, 5, 4, 5, 2, 6, 5, 4, 4, 2, 4, 6, 5, 7, 1, 2]"
D647,2024-03-13,44.84241429862473,"[5, 6, 8, 5, 9, 1, 3, 5, 4, 2, 4, 2, 3, 9, 5, 2, 6, 6, 6, 4, 8, 5, 8, 9]"
D021,2024-03-14,99.44574626108206,"[5, 6, 6, 6, 6, 2, 2, 6, 8, 6, 8, 5, 6, 8, 2, 8, 2, 8, 3, 9, 7, 7, 4, 8]"
D841,2024-03-16,17.592525267734537,"[3, 5, 3, 4, 2, 2, 5, 9, 6, 5, 1, 6, 6, 3, 4, 4, 4, 5, 7, 7, 5, 13, 8, 2]"
D167,2024-03-17,1.8075363615520867,"[3, 5, 9, 7, 6, 7, 5, 6, 4, 3, 7, 6, 4, 5, 5, 3, 2, 1, 3, 2, 6, 4, 4, 7]"
D274,2024-03-18,49.38937151834346,"[4, 3, 4, 4, 5, 6, 3, 4, 3, 2, 0, 5, 4, 7, 1, 3, 5, 5, 7, 2, 4, 4, 4, 6]"
D388,2024-03-19,17.882270922132882,"[8, 6, 5, 3, 2, 7, 3, 6, 2, 7, 4, 9, 9, 3, 10, 8, 3, 6, 5, 4, 1, 3, 5, 5]"
D601,2024-03-21,36.64687845828599,"[7, 2, 4, 4, 4, 8, 9, 6, 3, 5, 5, 4, 3, 2, 3, 3, 6, 6, 2, 2, 3, 10, 1, 4]"
D316,2024-03-22,74.41705230565623,"[3, 8, 1, 8, 8, 5, 9, 5, 10, 9, 4, 5, 7, 8, 4, 2, 8, 7, 5, 9, 8, 6, 6, 5]"
D014,2024-03-23,72.09399242521293,"[4, 9, 2, 8, 5, 4, 5, 3, 8, 7, 4, 2, 3, 2, 7, 5, 6, 2, 6, 3, 3, 3, 6, 5]"
D242,2024-03-24,30.80607918523892,"[8, 4, 5, 5, 7, 6, 1, 2, 7, 9, 10, 7, 7, 2, 5, 5, 7, 5, 6, 4, 11, 5, 6, 3]"
D777,2024-03-25,54.25402305548993,"[1, 5, 5, 5, 6, 1, 11, 1, 5, 6, 5, 5, 3, 5, 2, 7, 6, 5, 4, 4, 6, 11, 6, 4]"
D346,2024-03-27,50.881407683876,"[0, 5, 3, 2, 4, 5, 8, 2, 4, 9, 2, 5, 6, 6, 6, 5, 5, 5, 5, 2, 2, 7, 4, 5]"
D565,2024-03-28,63.63326181858954,"[2, 4, 6, 3, 6, 3, 9, 0, 2, 3, 9, 4, 7, 6, 9, 4, 7, 3, 5, 4, 2, 1, 2, 5]"
D898,2024-03-29,25.046181860558413,"[5, 5, 8, 6, 3, 3, 5, 3, 2, 6, 6, 6, 6, 7, 2, 7, 4, 5, 5, 5, 4, 4, 3, 3]"
D340,2024-03-30,58.98708475605439,"[7, 5, 4, 9, 5, 5, 6, 6, 6, 4, 3, 4, 5, 2, 6, 0, 9, 3, 10, 4, 4, 7, 5, 4]"
D092,2024-03-31,97.8892858275009,"[10, 5, 7, 3, 4, 3, 2, 3, 6, 7, 5, 3, 3, 7, 3, 4, 7, 4, 2, 3, 2, 8, 6, 12]"
D367,2024-04-02,48.67421529594551,"[4, 3, 1, 6, 2, 4, 4, 5, 4, 5, 7, 6, 4, 5, 3, 1, 4, 5, 6, 4, 5, 7, 5, 5]"
D956,2024-04-03,90.6098787718554,"[9, 3, 5, 3, 5, 4, 3, 7, 5, 3, 3, 6, 7, 7, 4, 4, 1, 4, 3, 2, 6, 2, 6, 6]"
D455,2024-04-04,43.43943655104287,"[6, 6, 6, 5, 7, 7, 9, 5, 4, 7, 5, 5, 4, 9, 5, 6, 0, 6, 8, 4, 6, 3, 3, 7]"
D428,2024-04-05,35.00784076946757,"[4, 2, 1, 7, 2, 5, 6, 7, 5, 5, 8, 5, 6, 3, 9, 5, 5, 7, 4, 6, 4, 5, 6, 2]"
D509,2024-04-06,64.51033620305648,"[9, 2, 5, 5, 2, 5, 10, 2, 4, 6, 7, 7, 3, 6, 9, 6, 8, 7, 4, 3, 10, 4, 3, 10]"
D776,2024-04-08,66.89240596630997,"[12, 2, 3, 2, 8, 3, 7, 5, 6, 2, 4, 9, 7, 4, 3, 1, 5, 2, 7, 6, 4, 6, 4, 4]"
D943,2024-04-09,86.4167565071903,"[5, 4, 6, 9, 4, 3, 6, 5, 6, 2, 3, 1, 5, 7, 3, 3, 8, 3, 1, 5, 12, 4, 6, 3]"
D035,2024-04-10,23.01852682415553,"[6, 8, 7, 5, 3, 5, 11, 3, 16, 5, 0, 5, 5, 3, 1, 4, 5, 2, 4, 7, 4, 6, 6, 7]"
D206,2024-04-11,49.919337988475235,"[8, 4, 6, 5, 6, 4, 2, 2, 10, 2, 4, 8, 3, 12, 2, 3, 7, 3, 6, 4, 4, 0, 9, 5]"
D081,2024-04-13,57.20041992091831,"[1, 5, 3, 3, 7, 9, 5, 5, 4, 2, 6, 8, 6, 4, 7, 7, 5, 6, 5, 5, 8, 7, 4, 3]"
D932,2024-04-14,76.8554014306309,"[6, 4, 8, 4, 4, 12, 3, 4, 4, 4, 3, 3, 6, 6, 5, 6, 4, 6, 5, 4, 3, 3, 5, 2]"
D562,2024-04-15,4.360377175443375,"[3, 3, 3, 8, 3, 4, 9, 5, 5, 4, 4, 1, 2, 7, 4, 5, 6, 6, 6, 5, 7, 7, 5, 3]"
D872,2024-04-16,99.4550510797341,"[10, 3, 8, 4, 3, 7, 5, 7, 10, 2, 6, 3, 6, 5, 3, 6, 4, 6, 3, 3, 5, 7, 4, 9]"
D388,2024-04-17,46.994451399094295,"[3, 8, 4, 5, 8, 5, 5, 4, 5, 6, 5, 6, 7, 4, 6, 3, 4, 7, 6, 2, 7, 8, 3, 7]"
D002,2024-04-19,27.95603417967586,"[6, 9, 5, 6, 4, 4, 6, 4, 5, 2, 4, 5, 6, 5, 8, 2, 3, 6, 6, 6, 3, 7, 7, 3]"
D390,2024-04-20,88.3494022266259,"[4, 2, 7, 7, 7, 5, 6, 5, 3, 3, 8, 6, 10, 7, 10, 5, 6, 5, 4, 5, 6, 3, 5, 3]"
D566,2024-04-21,74.77187738974139,"[2, 6, 5, 5, 7, 7, 8, 3, 9, 5, 6, 2, 8, 4, 3, 7, 8, 10, 4, 4, 3, 6, 10, 7]"
D106,2024-04-22,95.30718470239532,"[3, 8, 4, 6, 7, 1, 4, 9, 5, 2, 8, 4, 9, 4, 4, 5, 5, 3, 8, 5, 4, 5, 4, 6]"
D772,2024-04-23,33.07503046705137,"[3, 5, 8, 7, 4, 7, 5, 4, 3, 6, 2, 5, 5, 4, 8, 2, 6, 4, 6, 2, 5, 3, 7, 3]"
D822,2024-04-25,55.27649668354899,"[4, 4, 6, 6, 8, 5, 2, 9, 4, 7, 3, 8, 2, 2, 5, 2, 9, 7, 5, 3, 4, 6, 5, 2]"
D477,2024-04-26,57.229246917083834,"[5, 6, 5, 6, 6, 2, 4, 6, 2, 4, 3, 3, 3, 4, 6, 3, 7, 3, 3, 11, 2, 8, 10, 4]"
D703,2024-04-27,98.03315837160457,"[5, 5, 4, 8, 11, 7, 5, 7, 4, 5, 3, 8, 2, 7, 2, 2, 4, 6, 6, 4, 8, 8, 9, 5]"
D402,2024-04-28,7.534625600612821,"[4, 5, 6, 3, 6, 9, 3, 6, 3, 5, 2, 5, 2, 4, 3, 6, 7, 6, 4, 8, 4, 6, 6, 4]"
D730,2024-04-30,30.569701928718185,"[6, 5, 4, 6, 6, 7, 6, 6, 8, 6, 7, 3, 2, 5, 9, 3, 2, 5, 1, 4, 6, 4, 5, 5]"
