time_seconds,time_minutes,actual_flow_rate,pulse_counts,pulse_counts_per_minute,observed_flow_rate,smoothed_flow_rate,event1_rate,event2_rate,event3_rate
144,3,0.05029213313130979,0.0,0.0,0.0,0.0,0.05,0.0,0.0
145,3,0.05028896746570322,0.0,0.0,0.0,0.0,0.05,0.0,0.0
146,3,0.05028674949160042,0.0,0.0,0.0,0.0,0.05,0.0,0.0
147,3,0.0502855312652477,0.0,0.0,0.0,0.0,0.05,0.0,0.0
148,3,0.0502853538768303,0.0,0.0,0.0,0.0,0.05,0.0,0.0
149,3,0.050286247000195225,0.0,0.0,0.0,0.0,0.05,0.0,0.0
150,3,0.05028822856765379,0.0,0.0,0.0,0.0,0.05,0.0,0.0
151,3,0.05029130457342715,0.0,0.0,0.0,0.0,0.05,0.0,0.0
152,3,0.050295469007887915,0.0,0.0,0.0,0.0,0.05,0.0,0.0
153,3,0.05030070392331855,0.0,0.0,0.0,0.0,0.05,0.0,0.0
154,3,0.05030697963046596,0.0,0.0,0.0,0.0,0.05,0.0,0.0
155,3,0.050314255023738944,0.0,0.0,0.0,0.0,0.05,0.0,0.0
156,3,0.05032247803148541,0.0,0.0,0.0,0.0,0.05,0.0,0.0
157,3,0.05033158618641606,0.0,0.0,0.0,0.0,0.05,0.0,0.0
158,3,0.05034150730992498,0.0,0.0,0.0,0.0,0.05,0.0,0.0
159,3,0.0503521603028094,0.0,0.0,0.0,0.0,0.05,0.0,0.0
160,3,0.050363456033725496,0.0,0.0,0.0,0.0,0.05,0.0,0.0
161,3,0.05037529831564599,0.0,0.0,0.0,0.0,0.05,0.0,0.0
162,3,0.050387584959621354,0.0,0.0,0.0,0.0,0.05,0.0,0.0
163,3,0.05040020889429941,0.0,0.0,0.0,0.0,0.05,0.0,0.0
164,3,0.05041305933893755,0.0,0.0,0.0,0.0,0.05,0.0,0.0
165,3,0.050426023017055885,0.0,0.0,0.0,0.0,0.05,0.0,0.0
166,3,0.05043898539743423,0.0,0.0,0.0,0.0,0.05,0.0,0.0
167,3,0.05045183194885634,0.0,0.0,0.0,0.0,0.05,0.0,0.0
168,3,0.050464449394854206,0.0,0.0,0.0,0.0,0.05,0.0,0.0
169,3,0.05047672695470496,0.0,0.0,0.0,0.0,0.05,0.0,0.0
170,3,0.05048855755708411,0.0,0.0,0.0,0.0,0.05,0.0,0.0
171,3,0.0504998390130777,0.0,0.0,0.0,0.0,0.05,0.0,0.0
172,3,0.05051047513570196,0.0,0.0,0.0,0.0,0.05,0.0,0.0
173,3,0.050520376793664425,0.0,0.0,0.0,0.0,0.05,0.0,0.0
174,3,0.050529462887821626,0.0,0.0,0.0,0.0,0.05,0.0,0.0
175,3,0.05053766123963486,0.0,0.0,0.0,0.0,0.05,0.0,0.0
176,3,0.05054490938188993,0.0,0.0,0.0,0.0,0.05,0.0,0.0
177,3,0.05055115524301775,0.0,0.0,0.0,0.0,0.05,0.0,0.0
178,3,0.05055635771751805,0.0,0.0,0.0,0.0,0.05,0.0,0.0
179,3,0.050560487116236535,0.0,0.0,0.0,0.0,0.05,0.0,0.0
180,4,0.05056352549156242,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
181,4,0.05056546683398293,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
182,4,0.05056631713784173,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
183,4,0.05056609433558062,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
184,4,0.050564828101184914,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
185,4,0.05056255952498608,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
186,4,0.0505593406633846,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
187,4,0.05055523396842626,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
188,4,0.05055031160348166,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
189,4,0.05054465465252647,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
190,4,0.05053835223168574,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
191,4,0.05053150051277623,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
192,4,0.050524201669545375,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
193,4,0.05051656275815161,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
194,4,0.05050869454415232,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
195,4,0.050500710288850656,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
196,4,0.05049272450829862,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
197,4,0.050484851718552846,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
198,4,0.05047720518093044,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
199,4,0.050469895661012,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
200,4,0.050463030214988505,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
201,4,0.050456711016649176,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
202,4,0.050451034237861916,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
203,4,0.05044608899481214,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
204,4,0.050441956371545235,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
205,4,0.05043870853151076,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
206,4,0.0504364079268428,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
207,4,0.050435106614039375,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
208,4,0.05043484568353883,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
209,4,0.050435654809442614,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
210,4,0.05043755192431795,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
211,4,0.05044054302264325,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
212,4,0.05044462209504976,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
213,4,0.05044977119407996,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
214,4,0.050455960630742175,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
215,4,0.050463149299708,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
216,4,0.05047128512958953,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
217,4,0.050480305653363,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
218,4,0.05049013869268947,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
219,4,0.05050070314863447,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
220,4,0.05051190989012387,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
221,4,0.05052366273040147,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
222,4,0.05053585948079021,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
223,4,0.05054839307021173,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
224,4,0.050561152718198644,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
225,4,0.05057402514854764,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
226,4,0.050586895830316475,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
227,4,0.05059965023256826,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
228,4,0.050612175079115654,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
229,4,0.05062435958951789,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
230,4,0.05063609669273392,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
231,4,0.0506472842001346,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
232,4,0.05065782592502232,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
233,4,0.050667632736392194,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
234,4,0.05067662353538967,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
235,4,0.05068472614376632,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
236,4,0.0506918780945996,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
237,4,0.05069802731661346,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
238,4,0.05070313270460197,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
239,4,0.05070716456970662,0.0,0.0,0.0,4.0149773743581316e-05,0.05,0.0,0.0
240,5,0.0507101049646137,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
241,5,0.05071194788010891,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
242,5,0.050712699310835746,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
243,5,0.05071237718953718,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
244,5,0.050711011190501074,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
245,5,0.050708642404362805,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
246,5,0.05070532288782809,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
247,5,0.05070111509324936,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
248,5,0.05069609118430515,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
249,5,0.05069033224528049,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
250,5,0.05068392739261105,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
251,5,0.05067697279842567,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
252,5,0.05066957063678511,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
253,5,0.05066182796416257,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
254,5,0.05065385554643149,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
255,5,0.05064576664521245,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
256,5,0.05063767577687621,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
257,5,0.05062969745779954,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
258,5,0.050621944949620995,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
259,5,0.05061452901824398,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
260,5,0.05060755672018361,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
261,5,0.050601130229554626,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
262,5,0.05059534571855174,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
263,5,0.05059029230368853,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
264,5,0.0505860510693399,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
265,5,0.05058269417928627,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
266,5,0.050580284085993896,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
267,5,0.05057887284629434,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
268,5,0.05057850155096076,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
269,5,0.05057919987443085,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
270,5,0.05058098574960932,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
271,5,0.050583865171313455,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
272,5,0.05058783213051466,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
273,5,0.050592868680096964,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
274,5,0.05059894513141152,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
275,5,0.05060602037947411,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
276,5,0.0506140423532423,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
277,5,0.05062294858603919,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
278,5,0.05063266689987395,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
279,5,0.05064311619616162,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
280,5,0.05065420734417884,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
281,5,0.05066584415752154,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
282,5,0.050677924447866084,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
283,5,0.0506903411444889,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
284,5,0.05070298346727865,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
285,5,0.05071573814038941,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
286,5,0.05072849063323768,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
287,5,0.050741126415246564,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
288,5,0.05075353221059007,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
289,5,0.05076559723919008,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
290,5,0.05077721443036951,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
291,5,0.05078828159586449,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
292,5,0.05079870254934399,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
293,5,0.05080838816017101,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
294,5,0.050817257329860206,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
295,5,0.05082523788053365,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
296,5,0.05083226734564061,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
297,5,0.05083829365427813,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
298,5,0.05084327570161472,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
299,5,0.05084718379916757,0.0,0.0,0.0,0.000261809412304073,0.05,0.0,0.0
300,6,0.05085,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
301,6,0.050851718295276016,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
302,6,0.050852344680018736,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
303,6,0.05085189708735204,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
304,6,0.05085040519194601,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
305,6,0.0508479100848195,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
306,6,0.050844463823063055,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
307,6,0.05084012885941515,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
308,6,0.05083497735794175,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
309,6,0.050829090403316506,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
310,6,0.05082255711236509,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
311,6,0.050815473657607545,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
312,6,0.050807942213497194,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
313,6,0.050800069836901045,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
314,6,0.05079196729408763,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
315,6,0.05078374784707393,0.0,0.0,0.0,0.001329577903557933,0.05,0.0,0.0
